season,league_slug,div,match_date,home_team,away_team,fthg,ftag,ftr,referee,b365h,b365d,b365a,avg_h,avg_d,avg_a,fetched_at,home_shots,away_shots,home_sot,away_sot,home_fouls,away_fouls,home_corners,away_corners,home_yellows,away_yellows,home_reds,away_reds
2021/2022,ger.1,D1,30/10/2021,Bielefeld,Mainz,1,2,A,,3.75,3.5,2.0,3.67,3.35,2.1,2026-07-20T17:15:12.072219,,,,,,,,,,,,
2021/2022,ger.1,D1,30/10/2021,Dortmund,FC Koln,2,0,H,,1.45,5.0,6.0,1.48,4.87,5.94,2026-07-20T17:15:12.072236,,,,,,,,,,,,
2021/2022,ger.1,D1,30/10/2021,Freiburg,Greuther Furth,3,1,H,,1.36,5.0,8.0,1.39,4.94,7.83,2026-07-20T17:15:12.072252,,,,,,,,,,,,
2021/2022,ger.1,D1,30/10/2021,Leverkusen,Wolfsburg,0,2,A,,1.9,3.75,4.0,1.95,3.62,3.88,2026-07-20T17:15:12.072271,,,,,,,,,,,,
2021/2022,ger.1,D1,30/10/2021,Union Berlin,Bayern Munich,2,5,A,,9.0,5.75,1.3,8.73,5.69,1.32,2026-07-20T17:15:12.072290,,,,,,,,,,,,
2021/2022,ger.1,D1,30/10/2021,Ein Frankfurt,RB Leipzig,1,1,D,,4.2,4.0,1.75,4.01,4.03,1.82,2026-07-20T17:15:12.072307,,,,,,,,,,,,
2021/2022,ger.1,D1,31/10/2021,Augsburg,Stuttgart,4,1,H,,3.0,3.3,2.4,2.94,3.26,2.49,2026-07-20T17:15:12.072324,,,,,,,,,,,,
2021/2022,ger.1,D1,31/10/2021,M'gladbach,Bochum,2,1,H,,1.36,5.0,8.5,1.36,5.12,8.37,2026-07-20T17:15:12.072340,,,,,,,,,,,,
2021/2022,ger.1,D1,05/11/2021,Mainz,M'gladbach,1,1,D,,2.62,3.6,2.55,2.68,3.52,2.59,2026-07-20T17:15:12.072357,,,,,,,,,,,,
2021/2022,ger.1,D1,06/11/2021,Bayern Munich,Freiburg,2,1,H,,1.16,8.0,15.0,1.18,7.94,14.45,2026-07-20T17:15:12.072373,,,,,,,,,,,,
2021/2022,ger.1,D1,06/11/2021,Bochum,Hoffenheim,2,0,H,,3.8,3.8,1.9,3.66,3.79,1.97,2026-07-20T17:15:12.072392,,,,,,,,,,,,
2021/2022,ger.1,D1,06/11/2021,Stuttgart,Bielefeld,0,1,A,,1.8,3.8,4.33,1.89,3.64,4.16,2026-07-20T17:15:12.072408,,,,,,,,,,,,
2021/2022,ger.1,D1,06/11/2021,Wolfsburg,Augsburg,1,0,H,,1.5,4.2,6.5,1.54,4.24,6.25,2026-07-20T17:15:12.072427,,,,,,,,,,,,
2021/2022,ger.1,D1,06/11/2021,RB Leipzig,Dortmund,2,1,H,,1.9,3.8,3.8,1.99,3.81,3.58,2026-07-20T17:15:12.072444,,,,,,,,,,,,
2021/2022,ger.1,D1,07/11/2021,Hertha,Leverkusen,1,1,D,,3.5,3.75,2.0,3.53,3.59,2.06,2026-07-20T17:15:12.072460,,,,,,,,,,,,
2021/2022,ger.1,D1,07/11/2021,FC Koln,Union Berlin,2,2,D,,2.05,3.5,3.6,2.11,3.55,3.44,2026-07-20T17:15:12.072477,,,,,,,,,,,,
2021/2022,ger.1,D1,07/11/2021,Greuther Furth,Ein Frankfurt,1,2,A,,3.75,3.75,1.95,3.72,3.76,1.96,2026-07-20T17:15:12.072494,,,,,,,,,,,,
2021/2022,ger.1,D1,19/11/2021,Augsburg,Bayern Munich,2,1,H,,15.0,8.0,1.16,14.62,7.65,1.19,2026-07-20T17:15:12.072513,,,,,,,,,,,,
2021/2022,ger.1,D1,20/11/2021,Bielefeld,Wolfsburg,2,2,D,,4.2,3.5,1.9,4.02,3.47,1.97,2026-07-20T17:15:12.072532,,,,,,,,,,,,
2021/2022,ger.1,D1,20/11/2021,Dortmund,Stuttgart,2,1,H,,1.33,5.5,8.0,1.35,5.44,8.55,2026-07-20T17:15:12.072550,,,,,,,,,,,,
2021/2022,ger.1,D1,20/11/2021,Hoffenheim,RB Leipzig,2,0,H,,4.0,4.33,1.75,4.04,4.2,1.79,2026-07-20T17:15:12.072567,,,,,,,,,,,,
2021/2022,ger.1,D1,20/11/2021,Leverkusen,Bochum,1,0,H,,1.36,5.0,9.0,1.4,5.04,7.77,2026-07-20T17:15:12.072585,,,,,,,,,,,,
2021/2022,ger.1,D1,20/11/2021,M'gladbach,Greuther Furth,4,0,H,,1.28,6.0,10.0,1.31,5.56,9.98,2026-07-20T17:15:12.072607,,,,,,,,,,,,
2021/2022,ger.1,D1,20/11/2021,Union Berlin,Hertha,2,0,H,,2.0,3.5,3.8,2.0,3.44,3.97,2026-07-20T17:15:12.072626,,,,,,,,,,,,
2021/2022,ger.1,D1,21/11/2021,Freiburg,Ein Frankfurt,0,2,A,,2.0,3.6,3.6,2.02,3.6,3.63,2026-07-20T17:15:12.072643,,,,,,,,,,,,
2021/2022,ger.1,D1,21/11/2021,Mainz,FC Koln,1,1,D,,2.1,3.6,3.4,2.14,3.56,3.36,2026-07-20T17:15:12.072659,,,,,,,,,,,,
2021/2022,ger.1,D1,26/11/2021,Stuttgart,Mainz,2,1,H,,2.9,3.3,2.45,2.89,3.27,2.54,2026-07-20T17:15:12.072677,,,,,,,,,,,,
2021/2022,ger.1,D1,27/11/2021,Bochum,Freiburg,2,1,H,,3.2,3.4,2.25,3.26,3.28,2.3,2026-07-20T17:15:12.072694,,,,,,,,,,,,
2021/2022,ger.1,D1,27/11/2021,FC Koln,M'gladbach,4,1,H,,2.7,3.8,2.37,2.84,3.6,2.4,2026-07-20T17:15:12.072710,,,,,,,,,,,,
2021/2022,ger.1,D1,27/11/2021,Greuther Furth,Hoffenheim,3,6,A,,4.75,4.33,1.65,4.8,4.3,1.65,2026-07-20T17:15:12.072738,,,,,,,,,,,,
2021/2022,ger.1,D1,27/11/2021,Hertha,Augsburg,1,1,D,,2.05,3.25,3.8,2.16,3.23,3.7,2026-07-20T17:15:12.072760,,,,,,,,,,,,
2021/2022,ger.1,D1,27/11/2021,Wolfsburg,Dortmund,1,3,A,,2.9,3.5,2.37,2.92,3.49,2.4,2026-07-20T17:15:12.072778,,,,,,,,,,,,
2021/2022,ger.1,D1,27/11/2021,Bayern Munich,Bielefeld,1,0,H,,1.07,12.0,27.0,1.09,11.5,28.43,2026-07-20T17:15:12.072797,,,,,,,,,,,,
2021/2022,ger.1,D1,28/11/2021,Ein Frankfurt,Union Berlin,2,1,H,,2.3,3.5,3.0,2.34,3.48,2.99,2026-07-20T17:15:12.072821,,,,,,,,,,,,
2021/2022,ger.1,D1,28/11/2021,RB Leipzig,Leverkusen,1,3,A,,1.85,4.0,3.8,1.83,3.96,4.03,2026-07-20T17:15:12.072837,,,,,,,,,,,,
2021/2022,ger.1,D1,03/12/2021,Union Berlin,RB Leipzig,2,1,H,,3.5,3.7,2.0,3.52,3.53,2.11,2026-07-20T17:15:12.072854,,,,,,,,,,,,
2021/2022,ger.1,D1,04/12/2021,Augsburg,Bochum,2,3,A,,2.3,3.4,3.1,2.35,3.33,3.14,2026-07-20T17:15:12.072870,,,,,,,,,,,,
2021/2022,ger.1,D1,04/12/2021,Bielefeld,FC Koln,1,1,D,,3.4,3.5,2.1,3.39,3.48,2.17,2026-07-20T17:15:12.072887,,,,,,,,,,,,
2021/2022,ger.1,D1,04/12/2021,Hoffenheim,Ein Frankfurt,3,2,H,,1.9,3.8,3.75,1.9,3.94,3.8,2026-07-20T17:15:12.072903,,,,,,,,,,,,
2021/2022,ger.1,D1,04/12/2021,Leverkusen,Greuther Furth,7,1,H,,1.22,6.5,12.0,1.24,6.68,11.59,2026-07-20T17:15:12.072920,,,,,,,,,,,,
2021/2022,ger.1,D1,04/12/2021,Mainz,Wolfsburg,3,0,H,,2.5,3.3,2.87,2.53,3.27,2.92,2026-07-20T17:15:12.072937,,,,,,,,,,,,
2021/2022,ger.1,D1,04/12/2021,Dortmund,Bayern Munich,2,3,A,,4.0,4.33,1.75,3.91,4.32,1.81,2026-07-20T17:15:12.072953,,,,,,,,,,,,
2021/2022,ger.1,D1,05/12/2021,Stuttgart,Hertha,2,2,D,,2.2,3.4,3.3,2.27,3.36,3.28,2026-07-20T17:15:12.072970,,,,,,,,,,,,
2021/2022,ger.1,D1,05/12/2021,M'gladbach,Freiburg,0,6,A,,1.83,3.75,4.2,1.86,3.75,4.15,2026-07-20T17:15:12.072986,,,,,,,,,,,,
2021/2022,ger.1,D1,10/12/2021,FC Koln,Augsburg,0,2,A,,1.65,4.0,5.0,1.69,3.98,4.98,2026-07-20T17:15:12.073004,,,,,,,,,,,,
2021/2022,ger.1,D1,11/12/2021,Bayern Munich,Mainz,2,1,H,,1.2,7.5,12.0,1.23,7.04,11.59,2026-07-20T17:15:12.073023,,,,,,,,,,,,
2021/2022,ger.1,D1,11/12/2021,Bochum,Dortmund,1,1,D,,6.0,4.5,1.5,5.98,4.72,1.5,2026-07-20T17:15:12.073040,,,,,,,,,,,,
2021/2022,ger.1,D1,11/12/2021,Freiburg,Hoffenheim,1,2,A,,2.3,3.5,3.0,2.41,3.54,2.89,2026-07-20T17:15:12.073056,,,,,,,,,,,,
2021/2022,ger.1,D1,11/12/2021,Hertha,Bielefeld,2,0,H,,2.0,3.3,4.0,2.05,3.3,3.95,2026-07-20T17:15:12.073072,,,,,,,,,,,,
2021/2022,ger.1,D1,11/12/2021,RB Leipzig,M'gladbach,4,1,H,,1.75,4.2,4.2,1.75,4.19,4.32,2026-07-20T17:15:12.073091,,,,,,,,,,,,
2021/2022,ger.1,D1,11/12/2021,Wolfsburg,Stuttgart,0,2,A,,1.8,3.75,4.33,1.85,3.68,4.32,2026-07-20T17:15:12.073109,,,,,,,,,,,,
2021/2022,ger.1,D1,12/12/2021,Greuther Furth,Union Berlin,1,0,H,,4.75,4.0,1.7,4.68,3.97,1.72,2026-07-20T17:15:12.073125,,,,,,,,,,,,
2021/2022,ger.1,D1,12/12/2021,Ein Frankfurt,Leverkusen,5,2,H,,3.2,3.8,2.1,3.25,3.76,2.12,2026-07-20T17:15:12.073142,,,,,,,,,,,,
2021/2022,ger.1,D1,14/12/2021,Stuttgart,Bayern Munich,0,5,A,,9.0,6.0,1.28,9.55,6.36,1.29,2026-07-20T17:15:12.073160,,,,,,,,,,,,
2021/2022,ger.1,D1,14/12/2021,Bielefeld,Bochum,2,0,H,,2.3,3.4,3.1,2.33,3.4,3.14,2026-07-20T17:15:12.073177,,,,,,,,,,,,
2021/2022,ger.1,D1,14/12/2021,Mainz,Hertha,4,0,H,,1.9,3.5,4.2,1.95,3.52,4.12,2026-07-20T17:15:12.073194,,,,,,,,,,,,
2021/2022,ger.1,D1,14/12/2021,Wolfsburg,FC Koln,2,3,A,,2.1,3.5,3.4,2.18,3.49,3.36,2026-07-20T17:15:12.073212,,,,,,,,,,,,
2021/2022,ger.1,D1,15/12/2021,M'gladbach,Ein Frankfurt,2,3,A,,1.95,3.8,3.6,2.02,3.71,3.58,2026-07-20T17:15:12.073228,,,,,,,,,,,,
2021/2022,ger.1,D1,15/12/2021,Augsburg,RB Leipzig,1,1,D,,6.5,4.75,1.45,6.38,4.7,1.48,2026-07-20T17:15:12.073246,,,,,,,,,,,,
2021/2022,ger.1,D1,15/12/2021,Dortmund,Greuther Furth,3,0,H,,1.1,10.0,21.0,1.12,9.8,21.42,2026-07-20T17:15:12.073266,,,,,,,,,,,,
2021/2022,ger.1,D1,15/12/2021,Leverkusen,Hoffenheim,2,2,D,,1.8,4.0,4.0,1.85,4.08,3.88,2026-07-20T17:15:12.073287,,,,,,,,,,,,
2021/2022,ger.1,D1,15/12/2021,Union Berlin,Freiburg,0,0,D,,2.4,3.4,2.9,2.47,3.3,2.98,2026-07-20T17:15:12.073304,,,,,,,,,,,,
2021/2022,ger.1,D1,17/12/2021,Bayern Munich,Wolfsburg,4,0,H,,1.18,8.0,13.0,1.2,7.54,13.18,2026-07-20T17:15:12.073321,,,,,,,,,,,,
2021/2022,ger.1,D1,18/12/2021,Bochum,Union Berlin,0,1,A,,2.9,3.4,2.37,3.02,3.31,2.43,2026-07-20T17:15:12.073338,,,,,,,,,,,,
2021/2022,ger.1,D1,18/12/2021,Ein Frankfurt,Mainz,1,0,H,,2.25,3.5,3.0,2.33,3.51,3.03,2026-07-20T17:15:12.073354,,,,,,,,,,,,
2021/2022,ger.1,D1,18/12/2021,Greuther Furth,Augsburg,0,0,D,,2.9,3.4,2.37,2.93,3.47,2.41,2026-07-20T17:15:12.073370,,,,,,,,,,,,
2021/2022,ger.1,D1,18/12/2021,Hoffenheim,M'gladbach,1,1,D,,1.95,3.8,3.5,2.04,3.97,3.31,2026-07-20T17:15:12.073386,,,,,,,,,,,,
2021/2022,ger.1,D1,18/12/2021,RB Leipzig,Bielefeld,0,2,A,,1.2,7.0,13.0,1.22,6.59,13.97,2026-07-20T17:15:12.073403,,,,,,,,,,,,
2021/2022,ger.1,D1,18/12/2021,Hertha,Dortmund,3,2,H,,5.25,4.33,1.57,5.21,4.39,1.6,2026-07-20T17:15:12.073419,,,,,,,,,,,,
2021/2022,ger.1,D1,19/12/2021,Freiburg,Leverkusen,2,1,H,,2.75,3.5,2.45,2.69,3.61,2.53,2026-07-20T17:15:12.073436,,,,,,,,,,,,
2021/2022,ger.1,D1,19/12/2021,FC Koln,Stuttgart,1,0,H,,1.9,3.9,3.6,1.97,3.88,3.57,2026-07-20T17:15:12.073452,,,,,,,,,,,,
2021/2022,ger.1,D1,07/01/2022,Bayern Munich,M'gladbach,1,2,A,,1.33,5.75,8.0,1.36,5.85,7.39,2026-07-20T17:15:12.073469,,,,,,,,,,,,
2021/2022,ger.1,D1,08/01/2022,Freiburg,Bielefeld,2,2,D,,1.6,4.0,5.75,1.63,4.01,5.47,2026-07-20T17:15:12.073486,,,,,,,,,,,,
2021/2022,ger.1,D1,08/01/2022,Greuther Furth,Stuttgart,0,0,D,,3.75,3.6,1.95,3.65,3.64,2.01,2026-07-20T17:15:12.073506,,,,,,,,,,,,
2021/2022,ger.1,D1,08/01/2022,Hoffenheim,Augsburg,3,1,H,,1.53,4.33,5.75,1.57,4.4,5.49,2026-07-20T17:15:12.073523,,,,,,,,,,,,
2021/2022,ger.1,D1,08/01/2022,Leverkusen,Union Berlin,2,2,D,,1.8,3.8,4.2,1.84,3.77,4.2,2026-07-20T17:15:12.073539,,,,,,,,,,,,
2021/2022,ger.1,D1,08/01/2022,RB Leipzig,Mainz,4,1,H,,1.8,3.75,4.33,1.79,3.87,4.42,2026-07-20T17:15:12.073558,,,,,,,,,,,,
2021/2022,ger.1,D1,08/01/2022,Ein Frankfurt,Dortmund,2,3,A,,3.5,3.9,1.95,3.55,3.95,1.97,2026-07-20T17:15:12.073574,,,,,,,,,,,,
2021/2022,ger.1,D1,09/01/2022,Hertha,FC Koln,1,3,A,,2.75,3.5,2.5,2.75,3.48,2.52,2026-07-20T17:15:12.073591,,,,,,,,,,,,
2021/2022,ger.1,D1,09/01/2022,Bochum,Wolfsburg,1,0,H,,3.5,3.4,2.1,3.45,3.52,2.12,2026-07-20T17:15:12.073607,,,,,,,,,,,,
2021/2022,ger.1,D1,14/01/2022,Dortmund,Freiburg,5,1,H,,1.44,5.0,5.75,1.46,4.96,6.29,2026-07-20T17:15:12.073624,,,,,,,,,,,,
2021/2022,ger.1,D1,15/01/2022,FC Koln,Bayern Munich,0,4,A,,8.0,5.75,1.33,7.7,5.77,1.35,2026-07-20T17:15:12.073642,,,,,,,,,,,,
2021/2022,ger.1,D1,15/01/2022,Mainz,Bochum,1,0,H,,1.65,3.75,5.5,1.69,3.71,5.46,2026-07-20T17:15:12.073658,,,,,,,,,,,,
2021/2022,ger.1,D1,15/01/2022,Stuttgart,RB Leipzig,0,2,A,,6.0,4.0,1.57,5.4,4.36,1.58,2026-07-20T17:15:12.073675,,,,,,,,,,,,
2021/2022,ger.1,D1,15/01/2022,Union Berlin,Hoffenheim,2,1,H,,2.87,3.5,2.4,2.85,3.49,2.45,2026-07-20T17:15:12.073691,,,,,,,,,,,,
2021/2022,ger.1,D1,15/01/2022,Wolfsburg,Hertha,0,0,D,,1.95,3.6,3.8,1.98,3.52,3.88,2026-07-20T17:15:12.073708,,,,,,,,,,,,
2021/2022,ger.1,D1,15/01/2022,M'gladbach,Leverkusen,1,2,A,,2.55,3.8,2.45,2.61,3.85,2.48,2026-07-20T17:15:12.073733,,,,,,,,,,,,
2021/2022,ger.1,D1,16/01/2022,Augsburg,Ein Frankfurt,1,1,D,,3.3,3.5,2.15,3.46,3.53,2.11,2026-07-20T17:15:12.073750,,,,,,,,,,,,
2021/2022,ger.1,D1,16/01/2022,Bielefeld,Greuther Furth,2,2,D,,1.95,3.6,4.0,1.98,3.46,3.96,2026-07-20T17:15:12.073766,,,,,,,,,,,,
2021/2022,ger.1,D1,21/01/2022,Ein Frankfurt,Bielefeld,0,2,A,,1.75,3.75,4.75,1.78,3.64,4.79,2026-07-20T17:15:12.073783,,,,,,,,,,,,
2021/2022,ger.1,D1,22/01/2022,Freiburg,Stuttgart,2,0,H,,1.9,3.6,4.0,1.97,3.5,3.96,2026-07-20T17:15:12.073799,,,,,,,,,,,,
2021/2022,ger.1,D1,22/01/2022,Greuther Furth,Mainz,2,1,H,,5.0,3.6,1.75,4.7,3.6,1.81,2026-07-20T17:15:12.073815,,,,,,,,,,,,
2021/2022,ger.1,D1,22/01/2022,Hoffenheim,Dortmund,2,3,A,,3.0,4.0,2.1,3.03,4.06,2.13,2026-07-20T17:15:12.073832,,,,,,,,,,,,
2021/2022,ger.1,D1,22/01/2022,Leverkusen,Augsburg,5,1,H,,1.44,4.5,7.0,1.44,4.65,7.26,2026-07-20T17:15:12.073849,,,,,,,,,,,,
2021/2022,ger.1,D1,22/01/2022,M'gladbach,Union Berlin,1,2,A,,2.15,3.6,3.2,2.26,3.42,3.23,2026-07-20T17:15:12.073869,,,,,,,,,,,,
2021/2022,ger.1,D1,22/01/2022,Bochum,FC Koln,2,2,D,,3.2,3.4,2.25,3.26,3.44,2.24,2026-07-20T17:15:12.073885,,,,,,,,,,,,
2021/2022,ger.1,D1,23/01/2022,RB Leipzig,Wolfsburg,2,0,H,,1.53,4.33,6.0,1.53,4.31,6.26,2026-07-20T17:15:12.073902,,,,,,,,,,,,
2021/2022,ger.1,D1,23/01/2022,Hertha,Bayern Munich,1,4,A,,11.0,6.5,1.2,11.06,6.92,1.23,2026-07-20T17:15:12.073919,,,,,,,,,,,,
2021/2022,ger.1,D1,04/02/2022,Hertha,Bochum,1,1,D,,2.15,3.6,3.25,2.19,3.45,3.38,2026-07-20T17:15:12.073935,,,,,,,,,,,,
2021/2022,ger.1,D1,05/02/2022,Augsburg,Union Berlin,2,0,H,,2.75,3.3,2.6,2.78,3.31,2.62,2026-07-20T17:15:12.073953,,,,,,,,,,,,
2021/2022,ger.1,D1,05/02/2022,Bielefeld,M'gladbach,1,1,D,,3.4,3.6,2.1,3.4,3.48,2.16,2026-07-20T17:15:12.073969,,,,,,,,,,,,
2021/2022,ger.1,D1,05/02/2022,FC Koln,Freiburg,1,0,H,,2.3,3.5,3.0,2.4,3.52,2.91,2026-07-20T17:15:12.073986,,,,,,,,,,,,
2021/2022,ger.1,D1,05/02/2022,Mainz,Hoffenheim,2,0,H,,2.6,3.4,2.7,2.66,3.41,2.69,2026-07-20T17:15:12.074002,,,,,,,,,,,,
2021/2022,ger.1,D1,05/02/2022,Stuttgart,Ein Frankfurt,2,3,A,,2.7,3.4,2.62,2.68,3.54,2.58,2026-07-20T17:15:12.074030,,,,,,,,,,,,
2021/2022,ger.1,D1,05/02/2022,Bayern Munich,RB Leipzig,3,2,H,,1.4,5.5,6.0,1.41,5.37,6.78,2026-07-20T17:15:12.074055,,,,,,,,,,,,
2021/2022,ger.1,D1,06/02/2022,Dortmund,Leverkusen,2,5,A,,1.95,4.2,3.3,1.93,4.05,3.6,2026-07-20T17:15:12.074072,,,,,,,,,,,,
2021/2022,ger.1,D1,06/02/2022,Wolfsburg,Greuther Furth,4,1,H,,1.57,3.8,6.0,1.58,4.06,5.92,2026-07-20T17:15:12.074089,,,,,,,,,,,,
2021/2022,ger.1,D1,11/02/2022,RB Leipzig,FC Koln,3,1,H,,1.44,4.75,7.0,1.45,4.92,6.88,2026-07-20T17:15:12.074105,,,,,,,,,,,,
2021/2022,ger.1,D1,12/02/2022,Bochum,Bayern Munich,4,2,H,,10.0,7.5,1.22,11.91,7.28,1.22,2026-07-20T17:15:12.074124,,,,,,,,,,,,
2021/2022,ger.1,D1,12/02/2022,Ein Frankfurt,Wolfsburg,0,2,A,,2.2,3.6,3.2,2.23,3.44,3.28,2026-07-20T17:15:12.074140,,,,,,,,,,,,
2021/2022,ger.1,D1,12/02/2022,Freiburg,Mainz,1,1,D,,2.15,3.3,3.5,2.15,3.45,3.46,2026-07-20T17:15:12.074159,,,,,,,,,,,,
2021/2022,ger.1,D1,12/02/2022,Greuther Furth,Hertha,2,1,H,,3.0,3.25,2.45,2.98,3.36,2.43,2026-07-20T17:15:12.074177,,,,,,,,,,,,
2021/2022,ger.1,D1,12/02/2022,M'gladbach,Augsburg,3,2,H,,1.65,4.33,4.75,1.68,4.19,4.78,2026-07-20T17:15:12.074193,,,,,,,,,,,,
2021/2022,ger.1,D1,12/02/2022,Leverkusen,Stuttgart,4,2,H,,1.4,4.75,7.0,1.42,5.04,7.02,2026-07-20T17:15:12.074210,,,,,,,,,,,,
2021/2022,ger.1,D1,13/02/2022,Union Berlin,Dortmund,0,3,A,,4.0,3.75,1.83,3.9,3.9,1.88,2026-07-20T17:15:12.074228,,,,,,,,,,,,
2021/2022,ger.1,D1,13/02/2022,Hoffenheim,Bielefeld,2,0,H,,1.5,4.33,5.75,1.52,4.41,6.14,2026-07-20T17:15:12.074244,,,,,,,,,,,,
2021/2022,ger.1,D1,18/02/2022,Mainz,Leverkusen,3,2,H,,3.1,3.75,2.15,3.25,3.66,2.19,2026-07-20T17:15:12.074264,,,,,,,,,,,,
2021/2022,ger.1,D1,19/02/2022,Augsburg,Freiburg,1,2,A,,3.1,3.4,2.3,3.1,3.37,2.36,2026-07-20T17:15:12.074280,,,,,,,,,,,,
2021/2022,ger.1,D1,19/02/2022,Bielefeld,Union Berlin,1,0,H,,3.0,3.25,2.45,3.06,3.24,2.46,2026-07-20T17:15:12.074299,,,,,,,,,,,,
2021/2022,ger.1,D1,19/02/2022,Stuttgart,Bochum,1,1,D,,2.2,3.4,3.3,2.22,3.45,3.32,2026-07-20T17:15:12.074317,,,,,,,,,,,,
2021/2022,ger.1,D1,19/02/2022,Wolfsburg,Hoffenheim,1,2,A,,2.7,3.5,2.55,2.73,3.5,2.57,2026-07-20T17:15:12.074339,,,,,,,,,,,,
2021/2022,ger.1,D1,19/02/2022,FC Koln,Ein Frankfurt,1,0,H,,2.25,3.5,3.1,2.28,3.66,3.02,2026-07-20T17:15:12.074356,,,,,,,,,,,,
2021/2022,ger.1,D1,20/02/2022,Bayern Munich,Greuther Furth,4,1,H,,1.07,13.0,26.0,1.07,13.12,30.35,2026-07-20T17:15:12.074373,,,,,,,,,,,,
2021/2022,ger.1,D1,20/02/2022,Dortmund,M'gladbach,6,0,H,,1.6,4.2,5.25,1.63,4.42,4.97,2026-07-20T17:15:12.074391,,,,,,,,,,,,
2021/2022,ger.1,D1,20/02/2022,Hertha,RB Leipzig,1,6,A,,6.5,4.2,1.53,6.15,4.29,1.55,2026-07-20T17:15:12.074408,,,,,,,,,,,,
2021/2022,ger.1,D1,25/02/2022,Hoffenheim,Stuttgart,2,1,H,,1.5,4.5,5.75,1.53,4.59,5.88,2026-07-20T17:15:12.074424,,,,,,,,,,,,
2021/2022,ger.1,D1,26/02/2022,Freiburg,Hertha,3,0,H,,1.55,4.33,5.5,1.57,4.3,5.79,2026-07-20T17:15:12.074443,,,,,,,,,,,,
2021/2022,ger.1,D1,26/02/2022,Greuther Furth,FC Koln,1,1,D,,3.6,3.6,2.0,3.56,3.68,2.05,2026-07-20T17:15:12.074459,,,,,,,,,,,,
2021/2022,ger.1,D1,26/02/2022,Leverkusen,Bielefeld,3,0,H,,1.36,5.25,8.0,1.37,5.18,8.62,2026-07-20T17:15:12.074476,,,,,,,,,,,,
2021/2022,ger.1,D1,26/02/2022,M'gladbach,Wolfsburg,2,2,D,,2.0,3.4,3.75,2.07,3.53,3.62,2026-07-20T17:15:12.074493,,,,,,,,,,,,
2021/2022,ger.1,D1,26/02/2022,Union Berlin,Mainz,3,1,H,,2.6,3.3,2.75,2.66,3.22,2.81,2026-07-20T17:15:12.074509,,,,,,,,,,,,
2021/2022,ger.1,D1,26/02/2022,Ein Frankfurt,Bayern Munich,0,1,A,,6.0,5.0,1.44,6.35,5.09,1.45,2026-07-20T17:15:12.074526,,,,,,,,,,,,
2021/2022,ger.1,D1,27/02/2022,Bochum,RB Leipzig,0,1,A,,5.0,4.0,1.65,5.17,4.09,1.65,2026-07-20T17:15:12.074544,,,,,,,,,,,,
2021/2022,ger.1,D1,27/02/2022,Augsburg,Dortmund,1,1,D,,5.0,4.33,1.61,5.36,4.23,1.62,2026-07-20T17:15:12.074561,,,,,,,,,,,,
2021/2022,ger.1,D1,04/03/2022,Bielefeld,Augsburg,0,1,A,,2.5,3.25,2.9,2.57,3.23,2.93,2026-07-20T17:15:12.074578,,,,,,,,,,,,
2021/2022,ger.1,D1,05/03/2022,Bayern Munich,Leverkusen,1,1,D,,1.4,5.75,6.0,1.4,5.62,6.64,2026-07-20T17:15:12.074594,,,,,,,,,,,,
2021/2022,ger.1,D1,05/03/2022,Bochum,Greuther Furth,2,1,H,,1.72,3.75,4.75,1.79,3.72,4.69,2026-07-20T17:15:12.074611,,,,,,,,,,,,
2021/2022,ger.1,D1,05/03/2022,Hertha,Ein Frankfurt,1,4,A,,3.3,3.4,2.15,3.3,3.54,2.19,2026-07-20T17:15:12.074628,,,,,,,,,,,,
2021/2022,ger.1,D1,05/03/2022,RB Leipzig,Freiburg,1,1,D,,1.61,4.2,5.25,1.63,4.25,5.27,2026-07-20T17:15:12.074645,,,,,,,,,,,,
2021/2022,ger.1,D1,05/03/2022,Wolfsburg,Union Berlin,1,0,H,,2.2,3.2,3.5,2.23,3.3,3.44,2026-07-20T17:15:12.074662,,,,,,,,,,,,
2021/2022,ger.1,D1,05/03/2022,Stuttgart,M'gladbach,3,2,H,,3.1,3.6,2.15,3.17,3.65,2.2,2026-07-20T17:15:12.074679,,,,,,,,,,,,
2021/2022,ger.1,D1,06/03/2022,FC Koln,Hoffenheim,0,1,A,,2.62,3.6,2.55,2.7,3.52,2.57,2026-07-20T17:15:12.074702,,,,,,,,,,,,
2021/2022,ger.1,D1,12/03/2022,Freiburg,Wolfsburg,3,2,H,,2.1,3.5,3.4,2.1,3.52,3.52,2026-07-20T17:15:12.074733,,,,,,,,,,,,
2021/2022,ger.1,D1,12/03/2022,Hoffenheim,Bayern Munich,1,1,D,,4.75,4.75,1.55,4.83,4.99,1.58,2026-07-20T17:15:12.074760,,,,,,,,,,,,
2021/2022,ger.1,D1,12/03/2022,Union Berlin,Stuttgart,1,1,D,,2.1,3.5,3.5,2.12,3.48,3.54,2026-07-20T17:15:12.074780,,,,,,,,,,,,
2021/2022,ger.1,D1,12/03/2022,M'gladbach,Hertha,2,0,H,,1.57,4.33,5.25,1.58,4.51,5.21,2026-07-20T17:15:12.074798,,,,,,,,,,,,
2021/2022,ger.1,D1,13/03/2022,Leverkusen,FC Koln,0,1,A,,1.61,4.2,5.25,1.62,4.39,5.06,2026-07-20T17:15:12.074815,,,,,,,,,,,,
